VocabularyEN,ExampleSentences,ExampleSentencesCH,Synonym,SynonymCH
adaptable,adaptable例句测试2,adaptable例句测试翻译2,adaptable同义词测试2,adaptable同义词测试翻译2
adaptation,adaptation例句测试1,adaptation例句测试翻译1,adaptation同义词测试1,adaptation同义词测试翻译1
adaptation,adaptation例句测试2,adaptation例句测试翻译2,adaptation同义词测试2,adaptation同义词测试翻译2
addendum,addendum例句测试1,addendum例句测试翻译1,addendum同义词测试1,addendum同义词测试翻译1
addendum,addendum例句测试2,addendum例句测试翻译2,addendum同义词测试2,addendum同义词测试翻译2
addict,addict例句测试1,addict例句测试翻译1,addict同义词测试1,addict同义词测试翻译1
addict,addict例句测试2,addict例句测试翻译2,addict同义词测试2,addict同义词测试翻译2
addicted,addicted例句测试1,addicted例句测试翻译1,addicted同义词测试1,addicted同义词测试翻译1
addicted,addicted例句测试2,addicted例句测试翻译2,addicted同义词测试2,addicted同义词测试翻译2
addition,addition例句测试1,addition例句测试翻译1,addition同义词测试1,addition同义词测试翻译1
addition,addition例句测试2,addition例句测试翻译2,addition同义词测试2,addition同义词测试翻译2
additional,additional例句测试1,additional例句测试翻译1,additional同义词测试1,additional同义词测试翻译1
additional,additional例句测试2,additional例句测试翻译2,additional同义词测试2,additional同义词测试翻译2
additive,additive例句测试1,additive例句测试翻译1,additive同义词测试1,additive同义词测试翻译1
additive,additive例句测试2,additive例句测试翻译2,additive同义词测试2,additive同义词测试翻译2
address,address例句测试1,address例句测试翻译1,address同义词测试1,address同义词测试翻译1
address,address例句测试2,address例句测试翻译2,address同义词测试2,address同义词测试翻译2
adept,adept例句测试1,adept例句测试翻译1,adept同义词测试1,adept同义词测试翻译1
adept,adept例句测试2,adept例句测试翻译2,adept同义词测试2,adept同义词测试翻译2
adequate,adequate例句测试1,adequate例句测试翻译1,adequate同义词测试1,adequate同义词测试翻译1
adequate,adequate例句测试2,adequate例句测试翻译2,adequate同义词测试2,adequate同义词测试翻译2
adhere,adhere例句测试1,adhere例句测试翻译1,adhere同义词测试1,adhere同义词测试翻译1
adhere,adhere例句测试2,adhere例句测试翻译2,adhere同义词测试2,adhere同义词测试翻译2
adherent,adherent例句测试1,adherent例句测试翻译1,adherent同义词测试1,adherent同义词测试翻译1
adherent,adherent例句测试2,adherent例句测试翻译2,adherent同义词测试2,adherent同义词测试翻译2
adhesive,adhesive例句测试1,adhesive例句测试翻译1,adhesive同义词测试1,adhesive同义词测试翻译1
adhesive,adhesive例句测试2,adhesive例句测试翻译2,adhesive同义词测试2,adhesive同义词测试翻译2
adjacent,adjacent例句测试1,adjacent例句测试翻译1,adjacent同义词测试1,adjacent同义词测试翻译1
adjacent,adjacent例句测试2,adjacent例句测试翻译2,adjacent同义词测试2,adjacent同义词测试翻译2
adjoin,adjoin例句测试1,adjoin例句测试翻译1,adjoin同义词测试1,adjoin同义词测试翻译1
adjoin,adjoin例句测试2,adjoin例句测试翻译2,adjoin同义词测试2,adjoin同义词测试翻译2
adjoining,adjoining例句测试1,adjoining例句测试翻译1,adjoining同义词测试1,adjoining同义词测试翻译1
adjoining,adjoining例句测试2,adjoining例句测试翻译2,adjoining同义词测试2,adjoining同义词测试翻译2
adjourn,adjourn例句测试1,adjourn例句测试翻译1,adjourn同义词测试1,adjourn同义词测试翻译1
adjourn,adjourn例句测试2,adjourn例句测试翻译2,adjourn同义词测试2,adjourn同义词测试翻译2
adjunct,adjunct例句测试1,adjunct例句测试翻译1,adjunct同义词测试1,adjunct同义词测试翻译1
adjunct,adjunct例句测试2,adjunct例句测试翻译2,adjunct同义词测试2,adjunct同义词测试翻译2
adjust,adjust例句测试1,adjust例句测试翻译1,adjust同义词测试1,adjust同义词测试翻译1
adjust,adjust例句测试2,adjust例句测试翻译2,adjust同义词测试2,adjust同义词测试翻译2
administer,administer例句测试1,administer例句测试翻译1,administer同义词测试1,administer同义词测试翻译1
administer,administer例句测试2,administer例句测试翻译2,administer同义词测试2,administer同义词测试翻译2
administration,administration例句测试1,administration例句测试翻译1,administration同义词测试1,administration同义词测试翻译1
administration,administration例句测试2,administration例句测试翻译2,administration同义词测试2,administration同义词测试翻译2
admirable,admirable例句测试1,admirable例句测试翻译1,admirable同义词测试1,admirable同义词测试翻译1
admirable,admirable例句测试2,admirable例句测试翻译2,admirable同义词测试2,admirable同义词测试翻译2
admire,admire例句测试1,admire例句测试翻译1,admire同义词测试1,admire同义词测试翻译1
admire,admire例句测试2,admire例句测试翻译2,admire同义词测试2,admire同义词测试翻译2
admission,admission例句测试1,admission例句测试翻译1,admission同义词测试1,admission同义词测试翻译1
admission,admission例句测试2,admission例句测试翻译2,admission同义词测试2,admission同义词测试翻译2
admit,admit例句测试1,admit例句测试翻译1,admit同义词测试1,admit同义词测试翻译1
admit,admit例句测试2,admit例句测试翻译2,admit同义词测试2,admit同义词测试翻译2
admonish,admonish例句测试1,admonish例句测试翻译1,admonish同义词测试1,admonish同义词测试翻译1
admonish,admonish例句测试2,admonish例句测试翻译2,admonish同义词测试2,admonish同义词测试翻译2
adobe,adobe例句测试1,adobe例句测试翻译1,adobe同义词测试1,adobe同义词测试翻译1
adobe,adobe例句测试2,adobe例句测试翻译2,adobe同义词测试2,adobe同义词测试翻译2
adolescent,adolescent例句测试1,adolescent例句测试翻译1,adolescent同义词测试1,adolescent同义词测试翻译1
adolescent,adolescent例句测试2,adolescent例句测试翻译2,adolescent同义词测试2,adolescent同义词测试翻译2
adopt,adopt例句测试1,adopt例句测试翻译1,adopt同义词测试1,adopt同义词测试翻译1
adopt,adopt例句测试2,adopt例句测试翻译2,adopt同义词测试2,adopt同义词测试翻译2
adore,adore例句测试1,adore例句测试翻译1,adore同义词测试1,adore同义词测试翻译1
adore,adore例句测试2,adore例句测试翻译2,adore同义词测试2,adore同义词测试翻译2
adorn,adorn例句测试1,adorn例句测试翻译1,adorn同义词测试1,adorn同义词测试翻译1
adorn,adorn例句测试2,adorn例句测试翻译2,adorn同义词测试2,adorn同义词测试翻译2
adroit,adroit例句测试1,adroit例句测试翻译1,adroit同义词测试1,adroit同义词测试翻译1
adroit,adroit例句测试2,adroit例句测试翻译2,adroit同义词测试2,adroit同义词测试翻译2
adulate,adulate例句测试1,adulate例句测试翻译1,adulate同义词测试1,adulate同义词测试翻译1
adulate,adulate例句测试2,adulate例句测试翻译2,adulate同义词测试2,adulate同义词测试翻译2
adulterate,adulterate例句测试1,adulterate例句测试翻译1,adulterate同义词测试1,adulterate同义词测试翻译1
adulterate,adulterate例句测试2,adulterate例句测试翻译2,adulterate同义词测试2,adulterate同义词测试翻译2
adumbrate,adumbrate例句测试1,adumbrate例句测试翻译1,adumbrate同义词测试1,adumbrate同义词测试翻译1
adumbrate,adumbrate例句测试2,adumbrate例句测试翻译2,adumbrate同义词测试2,adumbrate同义词测试翻译2
advance,advance例句测试1,advance例句测试翻译1,advance同义词测试1,advance同义词测试翻译1
advance,advance例句测试2,advance例句测试翻译2,advance同义词测试2,advance同义词测试翻译2
advanced,advanced例句测试1,advanced例句测试翻译1,advanced同义词测试1,advanced同义词测试翻译1
advanced,advanced例句测试2,advanced例句测试翻译2,advanced同义词测试2,advanced同义词测试翻译2
advantage,advantage例句测试1,advantage例句测试翻译1,advantage同义词测试1,advantage同义词测试翻译1
advantage,advantage例句测试2,advantage例句测试翻译2,advantage同义词测试2,advantage同义词测试翻译2
advent,advent例句测试1,advent例句测试翻译1,advent同义词测试1,advent同义词测试翻译1
advent,advent例句测试2,advent例句测试翻译2,advent同义词测试2,advent同义词测试翻译2
adventitious,adventitious例句测试1,adventitious例句测试翻译1,adventitious同义词测试1,adventitious同义词测试翻译1
adventitious,adventitious例句测试2,adventitious例句测试翻译2,adventitious同义词测试2,adventitious同义词测试翻译2
adverb,adverb例句测试1,adverb例句测试翻译1,adverb同义词测试1,adverb同义词测试翻译1
adverb,adverb例句测试2,adverb例句测试翻译2,adverb同义词测试2,adverb同义词测试翻译2
adverse,adverse例句测试1,adverse例句测试翻译1,adverse同义词测试1,adverse同义词测试翻译1
adverse,adverse例句测试2,adverse例句测试翻译2,adverse同义词测试2,adverse同义词测试翻译2
adversity,adversity例句测试1,adversity例句测试翻译1,adversity同义词测试1,adversity同义词测试翻译1
adversity,adversity例句测试2,adversity例句测试翻译2,adversity同义词测试2,adversity同义词测试翻译2
advertise,advertise例句测试1,advertise例句测试翻译1,advertise同义词测试1,advertise同义词测试翻译1
advertise,advertise例句测试2,advertise例句测试翻译2,advertise同义词测试2,advertise同义词测试翻译2
advertisement,advertisement例句测试1,advertisement例句测试翻译1,advertisement同义词测试1,advertisement同义词测试翻译1
advertisement,advertisement例句测试2,advertisement例句测试翻译2,advertisement同义词测试2,advertisement同义词测试翻译2
advice,advice例句测试1,advice例句测试翻译1,advice同义词测试1,advice同义词测试翻译1
advice,advice例句测试2,advice例句测试翻译2,advice同义词测试2,advice同义词测试翻译2
advisable,advisable例句测试1,advisable例句测试翻译1,advisable同义词测试1,advisable同义词测试翻译1
advisable,advisable例句测试2,advisable例句测试翻译2,advisable同义词测试2,advisable同义词测试翻译2
advise,advise例句测试1,advise例句测试翻译1,advise同义词测试1,advise同义词测试翻译1
advise,advise例句测试2,advise例句测试翻译2,advise同义词测试2,advise同义词测试翻译2
advocacy,advocacy例句测试1,advocacy例句测试翻译1,advocacy同义词测试1,advocacy同义词测试翻译1
advocacy,advocacy例句测试2,advocacy例句测试翻译2,advocacy同义词测试2,advocacy同义词测试翻译2
advocate,advocate例句测试1,advocate例句测试翻译1,advocate同义词测试1,advocate同义词测试翻译1
advocate,advocate例句测试2,advocate例句测试翻译2,advocate同义词测试2,advocate同义词测试翻译2
aegis,aegis例句测试1,aegis例句测试翻译1,aegis同义词测试1,aegis同义词测试翻译1
aegis,aegis例句测试2,aegis例句测试翻译2,aegis同义词测试2,aegis同义词测试翻译2
aerate,aerate例句测试1,aerate例句测试翻译1,aerate同义词测试1,aerate同义词测试翻译1
aerate,aerate例句测试2,aerate例句测试翻译2,aerate同义词测试2,aerate同义词测试翻译2
aerial,aerial例句测试1,aerial例句测试翻译1,aerial同义词测试1,aerial同义词测试翻译1
aerial,aerial例句测试2,aerial例句测试翻译2,aerial同义词测试2,aerial同义词测试翻译2
